id,name,image_url,is_mythic,into_items,from_items,gold_sell,gold_total,gold_base,gold_purchasable,plaintext,description
3011,Chemtech Putrifier,https://opgg-static.akamaized.net/meta/images/lol/item/3011.png,False,,"[3916, 3114]",1470,2100,500,True,,<mainText><stats><attention>35</attention> Ability Power<br><attention>10%</attention> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><attention>15</attention> Ability Haste</stats><br><li><passive>Puffcap Toxin:</passive> Dealing damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>
3012,Chalice of Blessing,https://opgg-static.akamaized.net/meta/images/lol/item/3012.png,False,"[3222, 3107, 6620]","[1028, 1004]",665,950,300,True,,<mainText><stats><attention>200</attention> Health<br><attention>50%</attention> Base Mana Regen</stats><br><li><passive>Harmony:</passive> Gain 25% Base Health Regeneration for every additional <scalemana>25% Base Mana Regeneration</scalemana>.<br><br><flavorText>'These blessed waters still carry their power to the worthy.'</flavorText></mainText><br>
3020,Sorcerer's Shoes,https://opgg-static.akamaized.net/meta/images/lol/item/3020.png,False,,[1001],770,1100,800,True,Enhances Move Speed and magic damage,<mainText><stats><attention>18</attention> Magic Penetration<br><attention>45</attention> Move Speed</stats></mainText><br>
3023,Lifewell Pendant,https://opgg-static.akamaized.net/meta/images/lol/item/3023.png,False,"[3109, 3190, 3001, 3050]","[1028, 1029]",735,1050,350,True,Summon wraiths to slow and reveal enemy champions,<mainText><stats><attention>150</attention> Health<br><attention>25</attention> Armor<br><attention>5</attention> Ability Haste</stats><br><br><flavorText>'Fashionable and functional.'</flavorText></mainText><br>
3024,Glacial Buckler,https://opgg-static.akamaized.net/meta/images/lol/item/3024.png,False,"[3110, 3050]","[1027, 1029]",630,900,250,True,Increases Armor and Cooldown Reduction,<mainText><stats><attention>20</attention> Armor<br><attention>250</attention> Mana<br><attention>10</attention> Ability Haste</stats></mainText><br>
3026,Guardian Angel,https://opgg-static.akamaized.net/meta/images/lol/item/3026.png,False,,"[1038, 1031, 2420]",1200,3000,150,True,Periodically revives champion upon death,"<mainText><stats><attention>45</attention> Attack Damage<br><attention>40</attention> Armor</stats><br><li><passive>Saving Grace:</passive> Upon taking lethal damage, restores <healing>50% base Health</healing> and <scaleMana>30% max Mana</scaleMana> after 4 seconds of stasis (300s cooldown).</mainText><br>"
3031,Infinity Edge,https://opgg-static.akamaized.net/meta/images/lol/item/3031.png,True,[7031],"[1038, 1037, 1018]",2380,3400,625,True,Massively enhances critical strikes,<mainText><stats><attention>65</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>45%</attention> Critical Strike Damage</stats><br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Attack Damage.</mainText><br>
3033,Mortal Reminder,https://opgg-static.akamaized.net/meta/images/lol/item/3033.png,False,,"[3123, 3035, 1018]",2100,3000,150,True,Overcomes enemies with high Health recovery and Armor,<mainText><stats><attention>40</attention> Attack Damage<br><attention>30%</attention> Armor Penetration<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Sepsis:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>
3035,Last Whisper,https://opgg-static.akamaized.net/meta/images/lol/item/3035.png,False,"[3033, 3036, 6694]","[1036, 1036]",1015,1450,750,True,Overcomes enemies with high Armor,<mainText><stats><attention>20</attention> Attack Damage<br><attention>18%</attention> Armor Penetration</stats></mainText><br>
3036,Lord Dominik's Regards,https://opgg-static.akamaized.net/meta/images/lol/item/3036.png,False,,"[3035, 1018]",2100,3000,950,True,Overcomes enemies with high health and armor,<mainText><stats><attention>35</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>30%</attention> Armor Penetration</stats><br><li><passive>Giant Slayer:</passive> Deal bonus damage against champions with greater max Health than you.</mainText><br>
3040,Seraph's Embrace,https://opgg-static.akamaized.net/meta/images/lol/item/3040.png,False,,,2100,3000,3000,False,,"<mainText><stats><attention>70</attention> Ability Power<br><attention>860</attention> Mana<br><attention>200</attention> Health<br><attention>10</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain Ability Power based on Mana.<li><passive>Lifeline:</passive> Upon taking damage that would reduce your Health below 30%, gain a Shield based on your current Mana.</mainText><br>"
3041,Mejai's Soulstealer,https://opgg-static.akamaized.net/meta/images/lol/item/3041.png,False,,[1082],1120,1600,1250,True,Grants Ability Power for kills and assists,<mainText><stats><attention>20</attention> Ability Power<br><attention>100</attention> Health</stats><br><li><passive>Glory:</passive> Gain 4 stacks for a champion kill or 2 stacks for an assist (up to 25 stacks total). Lose 10 stacks on death.<li><passive>Dread:</passive> Grants <scaleAP>5 Ability Power</scaleAP> per stack of <passive>Glory</passive>. Gain <speed>10% Move Speed</speed> if you have at least 10 stacks.<br><br><rules>Obtained <passive>Glory</passive> stacks are preserved between this item and <rarityGeneric>Dark Seal</rarityGeneric>.</rules></mainText><br>
3042,Muramana,https://opgg-static.akamaized.net/meta/images/lol/item/3042.png,False,,,2100,3000,3000,False,,<mainText><stats><attention>35</attention> Attack Damage<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus Attack Damage based on Mana. <li><passive>Shock:</passive> Attacks against champions deal additional physical damage.</mainText><br>
3044,Phage,https://opgg-static.akamaized.net/meta/images/lol/item/3044.png,False,"[6630, 3053, 3181]","[1028, 1036]",770,1100,350,True,Attacks and kills give a small burst of speed,"<mainText><stats><attention>15</attention> Attack Damage<br><attention>200</attention> Health</stats><br><li><passive>Sturdy:</passive> After you deal physical damage to a champion, restore Health over time.<br><br><rules>Restoration reduced for Ranged users.</rules></mainText><br>"
3046,Phantom Dancer,https://opgg-static.akamaized.net/meta/images/lol/item/3046.png,False,,"[3051, 3086]",1960,2800,600,True,Move faster while attacking enemies and gain a shield when on low health.,"<mainText><stats><attention>20</attention> Attack Damage<br><attention>35%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Spectral Waltz:</passive> Attacks grant <status>Ghosting</status> and stacking increased Move Speed. In addition, Attacking 4 times causes Spectral Waltz to also grant Attack Speed.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>"
3047,Plated Steelcaps,https://opgg-static.akamaized.net/meta/images/lol/item/3047.png,False,,"[1001, 1029]",770,1100,500,True,Enhances Move Speed and reduces incoming basic attack damage,<mainText><stats><attention>20</attention> Armor<br><attention>45</attention> Move Speed</stats><br><li>Reduces incoming damage from Attacks by 12%.</mainText><br>
3050,Zeke's Convergence,https://opgg-static.akamaized.net/meta/images/lol/item/3050.png,False,,"[3023, 3024]",1540,2200,250,True,Grants you and your ally bonuses when you cast your ultimate.,"<mainText><stats><attention>200</attention> Health<br><attention>250</attention> Mana<br><attention>45</attention> Armor<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Conduit:</active> Designate an <attention>Accomplice</attention>.<br><li><passive>Convergence:</passive> After you <status>Immobilize</status> an enemy, your <attention>Accomplice's</attention> Attacks and Ability hits apply additional damage to that enemy.<br><br><rules>Champions can only be linked by one Zeke's Convergence at a time.</rules></mainText><br>"
3051,Hearthbound Axe,https://opgg-static.akamaized.net/meta/images/lol/item/3051.png,False,"[3078, 6631, 3091, 3046]","[1036, 1042, 1036]",770,1100,100,True,,<mainText><stats><attention>20</attention> Attack Damage<br><attention>15%</attention> Attack Speed</stats><br><li><passive>Nimble:</passive> Attacking a unit grants Move Speed.</mainText><br>
3053,Sterak's Gage,https://opgg-static.akamaized.net/meta/images/lol/item/3053.png,False,,"[1037, 3044, 1028]",2100,3000,625,True,Shields against large bursts of damage,"<mainText><stats><attention>450</attention> Health</stats><br><li><passive>The Claws that Catch:</passive> Gain base AD as bonus Attack Damage.<li><passive>Lifeline:</passive> Upon taking damage that would reduce your Health below 30%, gain a Shield, decaying over time, and Tenacity.</mainText><br>"
3057,Sheen,https://opgg-static.akamaized.net/meta/images/lol/item/3057.png,False,"[3100, 3078, 3508, 6632, 6662]",,490,700,700,True,Grants a bonus to next attack after spell cast,"<mainText><stats></stats><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with additional damage.</mainText><br>"
3065,Spirit Visage,https://opgg-static.akamaized.net/meta/images/lol/item/3065.png,False,,"[3211, 3067]",2030,2900,850,True,Increases Health and healing effects,<mainText><stats><attention>450</attention> Health<br><attention>60</attention> Magic Resist<br><attention>10</attention> Ability Haste<br><attention>100%</attention> Base Health Regen</stats><br><li><passive>Boundless Vitality:</passive> Increases all Healing and Shielding effectiveness on you.</mainText><br>
3066,Winged Moonplate,https://opgg-static.akamaized.net/meta/images/lol/item/3066.png,False,"[3742, 4401, 3181]",[1028],560,800,400,True,,<mainText><stats><attention>150</attention> Health</stats><br><li><passive>Flight:</passive> Grants <speed>5% Move Speed</speed>.</mainText><br>
3067,Kindlegem,https://opgg-static.akamaized.net/meta/images/lol/item/3067.png,False,"[3065, 3071, 3084, 3083, 2065, 6617, 8001, 224403, 4403, 6630, 3003, 3078, 3119, 6664, 6665, 3161, 8020, 4644, 6631, 6632, 6656, 6662]",[1028],560,800,400,True,Increases Health and Cooldown Reduction,<mainText><stats><attention>200</attention> Health<br><attention>10</attention> Ability Haste</stats></mainText><br>
3068,Sunfire Aegis,https://opgg-static.akamaized.net/meta/images/lol/item/3068.png,False,,"[6660, 1031]",1890,2700,900,True,High armor. Constantly deals damage to nearby enemies. Immobilize enemies to release a wave of damaging flame,"<mainText><stats><attention>500</attention> Health<br><attention>50</attention> Armor</stats><br><li><passive>Immolate:</passive> Taking or dealing damage causes you to begin dealing <magicDamage> (15 + 1.75% bonus Health) magic damage</magicDamage> per second to nearby enemies (increased by 25% against minions) for 3 seconds. Damaging Champions or Epic Monsters with this effect adds a stack, increasing subsequent <passive>Immolate</passive> damage by 10% for 5 seconds (max stacks 6).<br></mainText><br>"
3070,Tear of the Goddess,https://opgg-static.akamaized.net/meta/images/lol/item/3070.png,False,"[3003, 3004, 3119]",,280,400,400,True,Increases maximum Mana as Mana is spent,"<mainText><stats><attention>240</attention> Mana</stats><br><li><passive>Focus:</passive> Attacks deal additional physical damage to Minions.<li><passive>Mana Charge:</passive> Strike a target with an Ability to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>"
3071,Black Cleaver,https://opgg-static.akamaized.net/meta/images/lol/item/3071.png,False,,"[3133, 3067, 1036]",2170,3100,850,True,Dealing physical damage to enemy champions reduces their Armor,<mainText><stats><attention>50</attention> Attack Damage<br><attention>400</attention> Health<br><attention>30</attention> Ability Haste</stats><br><li><passive>Carve:</passive> Dealing physical damage to a champion applies a stack of Armor reduction.<li><passive>Rage:</passive> Dealing physical damage to a champion grants Move Speed per stack of <unique>Carve</unique> on them.</mainText><br>
3072,Bloodthirster,https://opgg-static.akamaized.net/meta/images/lol/item/3072.png,False,,"[1038, 1018, 1053]",2380,3400,600,True,"Grants Attack Damage, Life Steal and Life Steal now overheals","<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>18%</attention> Life Steal</stats><br><li><passive>Engorge:</passive> While above 70% Health, gain additional Attack Damage.</mainText><br>"
3074,Ravenous Hydra,https://opgg-static.akamaized.net/meta/images/lol/item/3074.png,False,,"[3077, 1053, 3133]",2380,3400,200,True,"Melee attacks hit nearby enemies, dealing damage and restoring Health","<mainText><stats><attention>65</attention> Attack Damage<br><attention>25</attention> Ability Haste<br><attention>10%</attention> Life Steal</stats><br><li><passive>Cleave:</passive> Attacks and Abilities deal physical damage to other nearby enemies.<br><li><passive>Carnivorous:</passive> Gain AD whenever you kill a minion and 2 times that amount when you kill a Champion, Large Monster, or Siege Minion. Lose 60% of your stacks on death.<br><br></mainText><br>"
